Ensembl_gene	Cancer_type	Gene_name	Driver in the same cancer	Driver in other cancer	Prognostic in the same cancer	Prognostic in other cancer	freq
ENSG00000170162	TCGA-PAAD	VGLL2	0	0	0	0	17
ENSG00000187260	TCGA-LUSC	WDR86	0	0	0	0	17
ENSG00000168916	TCGA-OV	ZNF608	0	0	0	0	17
ENSG00000187605	TCGA-OV	TET3	0	0	0	0	17
ENSG00000022567	TCGA-UVM	SLC45A4	0	0	0	0	17
ENSG00000026103	TCGA-CESC	FAS	1	1	0	0	17
ENSG00000204316	TCGA-PCPG	MRPL38	0	0	0	0	17
ENSG00000164303	TCGA-TGCT	ENPP6	0	0	0	0	17
ENSG00000105523	TCGA-THYM	FAM83E	0	0	0	0	17
ENSG00000155380	TCGA-PCPG	SLC16A1	0	0	0	0	17
ENSG00000157107	TCGA-LGG	FCHO2	0	0	0	0	17
ENSG00000120063	TCGA-BLCA	GNA13	1	1	0	0	17
ENSG00000205330	TCGA-TGCT	OR6C1	0	0	0	0	17
ENSG00000163946	TCGA-LUSC	FAM208A	0	0	0	0	17
ENSG00000141971	TCGA-BRCA	MVB12A	0	0	0	0	17
ENSG00000172660	TCGA-BLCA	TAF15	1	0	0	0	17
ENSG00000170442	TCGA-OV	KRT86	0	0	0	0	17
ENSG00000112294	TCGA-SARC	ALDH5A1	0	0	0	0	17
ENSG00000179008	TCGA-UCS	C14orf39	0	0	0	0	17
ENSG00000092067	TCGA-STAD	CEBPE	0	0	0	0	17
ENSG00000144043	TCGA-UCEC	TEX261	0	0	0	0	17
ENSG00000069329	TCGA-SARC	VPS35	0	0	0	0	17
ENSG00000168214	TCGA-SARC	RBPJ	0	0	0	0	17
ENSG00000102531	TCGA-OV	FNDC3A	0	0	0	0	17
ENSG00000157950	TCGA-LGG	SSX2B	0	0	0	0	17
ENSG00000237649	TCGA-UCEC	KIFC1	1	0	0	0	17
ENSG00000185787	TCGA-OV	MORF4L1	0	0	0	0	17
ENSG00000136014	TCGA-UCEC	USP44	1	1	0	0	17
ENSG00000221888	TCGA-LUSC	OR1C1	0	0	0	0	16
ENSG00000186350	TCGA-BLCA	RXRA	1	0	0	0	16
ENSG00000011028	TCGA-KICH	MRC2	0	0	0	0	16
ENSG00000113742	TCGA-LGG	CPEB4	0	0	0	0	16
ENSG00000007402	TCGA-UVM	CACNA2D2	0	0	0	0	16
ENSG00000153930	TCGA-KICH	ANKFN1	0	0	0	0	16
ENSG00000116478	TCGA-TGCT	HDAC1	0	0	0	0	16
ENSG00000110711	TCGA-SARC	AIP	0	0	0	0	16
ENSG00000160145	TCGA-SARC	KALRN	0	0	0	0	16
ENSG00000113593	TCGA-PCPG	PPWD1	0	0	0	0	16
ENSG00000156959	TCGA-TGCT	LHFPL4	0	0	0	0	16
ENSG00000138162	TCGA-PCPG	TACC2	0	0	0	0	16
ENSG00000234965	TCGA-SARC	SHISA8	0	0	0	0	16
ENSG00000108830	TCGA-OV	RND2	0	0	0	0	16
ENSG00000085719	TCGA-LUAD	CPNE3	0	0	0	0	16
ENSG00000068793	TCGA-PAAD	CYFIP1	0	0	0	0	16
ENSG00000183463	TCGA-SKCM	URAD	0	0	0	0	16
ENSG00000163319	TCGA-OV	MRPS18C	0	0	0	0	16
ENSG00000198785	TCGA-BRCA	GRIN3A	0	0	0	0	16
ENSG00000159173	TCGA-PCPG	TNNI1	0	0	0	0	16
ENSG00000162542	TCGA-OV	TMCO4	0	0	0	0	16
ENSG00000204130	TCGA-TGCT	RUFY2	0	0	0	0	16
ENSG00000171865	TCGA-OV	RNASEH1	0	0	0	0	16
ENSG00000153914	TCGA-PCPG	SREK1	0	0	0	0	16
ENSG00000115274	TCGA-THYM	INO80B	0	0	0	0	16
ENSG00000165416	TCGA-SARC	SUGT1	0	0	0	0	16
ENSG00000139178	TCGA-UCS	C1RL	0	0	0	0	16
ENSG00000108946	TCGA-ACC	PRKAR1A	1	1	0	0	16
ENSG00000159184	TCGA-SARC	HOXB13	0	0	0	0	16
ENSG00000176895	TCGA-ACC	OR51A7	0	0	0	0	16
ENSG00000114933	TCGA-MESO	INO80D	0	0	0	0	16
ENSG00000141542	TCGA-SARC	RAB40B	0	0	0	0	16
ENSG00000108465	TCGA-UCS	CDK5RAP3	0	0	0	0	16
ENSG00000254466	TCGA-MESO	OR4D10	0	0	0	0	16
ENSG00000100916	TCGA-PAAD	BRMS1L	0	0	0	0	16
ENSG00000164611	TCGA-PAAD	PTTG1	0	0	0	0	16
ENSG00000167081	TCGA-SARC	PBX3	0	0	0	0	16
ENSG00000256436	TCGA-PAAD	TAS2R31	0	0	0	0	16
ENSG00000146085	TCGA-UVM	MUT	0	0	0	0	16
ENSG00000068028	TCGA-TGCT	RASSF1	0	0	0	0	16
ENSG00000173898	TCGA-SARC	SPTBN2	0	0	0	0	15
ENSG00000092853	TCGA-SARC	CLSPN	0	0	0	0	15
ENSG00000124713	TCGA-SARC	GNMT	0	0	0	0	15
ENSG00000149489	TCGA-SARC	ROM1	0	0	0	0	15
ENSG00000184304	TCGA-TGCT	PRKD1	0	0	0	0	15
ENSG00000148136	TCGA-SARC	OR13C4	0	0	0	0	15
ENSG00000278685	TCGA-SARC	IQCA1L	0	0	0	0	15
ENSG00000273155	TCGA-LGG	MRPL30	0	0	0	0	15
ENSG00000000457	TCGA-PCPG	SCYL3	0	0	0	0	15
ENSG00000224089	TCGA-PAAD	CT47A10	0	0	0	0	15
ENSG00000065600	TCGA-MESO	TMEM206	0	0	0	0	15
ENSG00000100307	TCGA-MESO	CBX7	0	0	0	0	15
ENSG00000198899	TCGA-MESO	MT-ATP6	0	0	0	0	15
ENSG00000212128	TCGA-MESO	TAS2R13	0	0	0	0	15
ENSG00000169914	TCGA-OV	OTUD3	0	0	0	0	15
ENSG00000136238	TCGA-SKCM	RAC1	1	1	0	0	15
ENSG00000105518	TCGA-PAAD	TMEM205	0	0	0	0	15
ENSG00000205882	TCGA-LGG	DEFB134	0	0	0	0	15
ENSG00000115687	TCGA-PAAD	PASK	0	0	0	0	15
ENSG00000112146	TCGA-PCPG	FBXO9	0	0	0	0	15
ENSG00000143862	TCGA-PCPG	ARL8A	0	0	0	0	15
ENSG00000130700	TCGA-MESO	GATA5	0	0	0	0	15
ENSG00000196109	TCGA-UCEC	ZNF676	0	0	0	0	15
ENSG00000118271	TCGA-UCEC	TTR	0	0	0	0	15
ENSG00000146469	TCGA-LGG	VIP	0	0	0	0	15
ENSG00000168566	TCGA-PAAD	SNRNP48	0	0	0	0	15
ENSG00000166181	TCGA-PCPG	API5	0	0	0	0	15
ENSG00000169856	TCGA-BRCA	ONECUT1	0	0	0	0	15
ENSG00000064651	TCGA-OV	SLC12A2	0	0	0	0	15
ENSG00000166164	TCGA-LIHC	BRD7	1	1	0	0	15
ENSG00000172146	TCGA-PCPG	OR1A1	0	0	0	0	15
ENSG00000010610	TCGA-OV	CD4	0	0	0	0	15
ENSG00000102103	TCGA-LIHC	PQBP1	0	0	0	0	15
ENSG00000169618	TCGA-KIRC	PROKR1	0	0	0	0	15
ENSG00000146166	TCGA-LUAD	LGSN	0	0	0	0	15
ENSG00000174327	TCGA-STAD	SLC16A13	0	0	0	0	15
ENSG00000163788	TCGA-OV	SNRK	0	0	0	0	15
ENSG00000125651	TCGA-STAD	GTF2F1	0	0	0	0	15
ENSG00000104537	TCGA-BRCA	ANXA13	0	0	0	0	15
ENSG00000104381	TCGA-PAAD	GDAP1	0	0	0	0	15
ENSG00000069966	TCGA-LUSC	GNB5	0	0	0	0	15
ENSG00000179583	TCGA-HNSC	CIITA	1	1	0	0	15
ENSG00000138829	TCGA-HNSC	FBN2	1	1	0	0	15
ENSG00000172150	TCGA-THYM	OR1A2	0	0	0	0	15
ENSG00000110048	TCGA-LUAD	OSBP	0	0	0	0	15
ENSG00000100600	TCGA-ACC	LGMN	0	0	0	0	15
ENSG00000163435	TCGA-CHOL	ELF3	1	1	0	0	15
ENSG00000177595	TCGA-ACC	PIDD	0	0	0	0	15
ENSG00000159423	TCGA-THYM	ALDH4A1	0	0	0	0	15
ENSG00000176386	TCGA-OV	CDC26	0	0	0	0	15
ENSG00000196502	TCGA-OV	SULT1A1	0	0	0	0	15
ENSG00000275052	TCGA-ACC	PPP4R3B	0	0	0	0	15
ENSG00000205060	TCGA-OV	SLC35B4	0	0	0	0	15
ENSG00000106733	TCGA-KIRP	NMRK1	0	0	0	0	15
ENSG00000184209	TCGA-LUAD	SNRNP35	0	0	0	0	15
ENSG00000164985	TCGA-BLCA	PSIP1	1	0	0	0	15
ENSG00000183770	TCGA-OV	FOXL2	1	0	0	0	15
ENSG00000117020	TCGA-PRAD	AKT3	1	1	0	0	15
ENSG00000005073	TCGA-UCEC	HOXA11	1	0	0	0	15
ENSG00000113600	TCGA-COAD	C9	0	0	0	0	15
ENSG00000235942	TCGA-LUSC	LCE6A	0	0	0	0	15
ENSG00000160179	TCGA-SARC	ABCG1	0	0	0	0	14
ENSG00000119402	TCGA-PCPG	FBXW2	0	0	0	0	14
ENSG00000188636	TCGA-SARC	LDOC1L	0	0	0	0	14
ENSG00000057657	TCGA-DLBC	PRDM1	1	1	0	0	14
ENSG00000165495	TCGA-SARC	PKNOX2	0	0	0	0	14
ENSG00000196248	TCGA-SARC	OR10S1	0	0	0	0	14
ENSG00000111863	TCGA-LUSC	ADTRP	0	0	0	0	14
ENSG00000204070	TCGA-CESC	SYS1	0	0	0	0	14
ENSG00000255398	TCGA-OV	HCAR3	0	0	0	0	14
ENSG00000118369	TCGA-OV	USP35	0	0	0	0	14
ENSG00000127527	TCGA-OV	EPS15L1	0	0	0	0	14
ENSG00000165757	TCGA-BRCA	KIAA1462	0	0	0	0	14
ENSG00000267618	TCGA-UVM	RAD51L3-RFFL	0	0	0	0	14
ENSG00000085978	TCGA-PCPG	ATG16L1	0	0	0	0	14
ENSG00000027697	TCGA-CESC	IFNGR1	1	0	0	0	14
ENSG00000119138	TCGA-PAAD	KLF9	0	0	0	0	14
ENSG00000163634	TCGA-LUSC	THOC7	0	0	0	0	14
ENSG00000198088	TCGA-UVM	NUP62CL	0	0	0	0	14
ENSG00000160014	TCGA-LUSC	CALM3	0	0	0	0	14
ENSG00000162814	TCGA-PAAD	SPATA17	0	0	0	0	14
ENSG00000161573	TCGA-SARC	CCL16	0	0	0	0	14
ENSG00000006453	TCGA-OV	BAIAP2L1	0	0	0	0	14
ENSG00000108309	TCGA-CESC	RUNDC3A	0	0	0	0	14
ENSG00000136108	TCGA-MESO	CKAP2	0	0	0	0	14
ENSG00000124159	TCGA-SARC	MATN4	0	0	0	0	14
ENSG00000198929	TCGA-PCPG	NOS1AP	0	0	0	0	14
ENSG00000101639	TCGA-ESCA	CEP192	0	0	0	0	14
ENSG00000135374	TCGA-OV	ELF5	0	0	0	0	14
ENSG00000143545	TCGA-SARC	RAB13	0	0	0	0	14
ENSG00000063169	TCGA-LUAD	GLTSCR1	0	0	0	0	14
ENSG00000170579	TCGA-ESCA	DLGAP1	0	0	0	0	14
ENSG00000189050	TCGA-SARC	RNFT1	0	0	0	0	14
ENSG00000146360	TCGA-LUSC	GPR6	0	0	0	0	14
ENSG00000183208	TCGA-TGCT	GDPGP1	0	0	0	0	14
ENSG00000189266	TCGA-LUAD	PNRC2	0	0	0	0	14
ENSG00000073331	TCGA-SARC	ALPK1	0	0	0	0	14
ENSG00000079150	TCGA-SARC	FKBP7	0	0	0	0	14
ENSG00000143507	TCGA-UCEC	DUSP10	0	0	0	0	14
ENSG00000153404	TCGA-SARC	PLEKHG4B	0	0	0	0	14
ENSG00000154719	TCGA-STAD	MRPL39	0	0	0	0	14
ENSG00000076984	TCGA-STAD	MAP2K7	1	0	0	0	14
ENSG00000125285	TCGA-PRAD	SOX21	1	0	0	0	14
ENSG00000011260	TCGA-SARC	UTP18	0	0	0	0	14
ENSG00000182732	TCGA-SARC	RGS6	0	0	0	0	14
ENSG00000141744	TCGA-STAD	PNMT	0	0	0	0	14
ENSG00000138814	TCGA-STAD	PPP3CA	1	0	0	0	14
ENSG00000102038	TCGA-PRAD	SMARCA1	1	0	0	0	14
ENSG00000006788	TCGA-PCPG	MYH13	0	0	0	0	14
ENSG00000082898	TCGA-PRAD	XPO1	1	1	0	0	14
ENSG00000105835	TCGA-UCEC	NAMPT	0	0	0	0	14
ENSG00000003509	TCGA-UVM	NDUFAF7	0	0	0	0	14
ENSG00000196497	TCGA-LUAD	IPO4	0	0	0	0	14
ENSG00000140990	TCGA-MESO	NDUFB10	0	0	0	0	14
ENSG00000151445	TCGA-OV	VIPAS39	0	0	0	0	14
ENSG00000164342	TCGA-LGG	TLR3	0	0	0	0	14
ENSG00000139679	TCGA-BRCA	LPAR6	0	0	0	0	14
ENSG00000153487	TCGA-UCEC	ING1	1	0	0	0	14
ENSG00000186075	TCGA-STAD	ZPBP2	0	0	0	0	14
ENSG00000122140	TCGA-KICH	MRPS2	0	0	0	0	14
ENSG00000165476	TCGA-PAAD	REEP3	0	0	0	0	14
ENSG00000085415	TCGA-LGG	SEH1L	0	0	0	0	14
ENSG00000023902	TCGA-ACC	PLEKHO1	0	0	0	0	14
ENSG00000205856	TCGA-ACC	C22orf42	0	0	0	0	14
ENSG00000183579	TCGA-ACC	ZNRF3	1	0	1	1	14
ENSG00000160294	TCGA-HNSC	MCM3AP	1	0	0	0	14
ENSG00000149781	TCGA-UCEC	FERMT3	0	0	0	0	14
ENSG00000143375	TCGA-BRCA	CGN	0	0	0	0	14
ENSG00000168004	TCGA-OV	HRASLS5	0	0	0	0	14
ENSG00000106258	TCGA-LGG	CYP3A5	0	0	0	0	14
ENSG00000100815	TCGA-BLCA	TRIP11	1	0	0	0	14
ENSG00000172348	TCGA-BLCA	RCAN2	0	0	0	0	14
ENSG00000196998	TCGA-BLCA	WDR45	1	0	0	0	14
ENSG00000103351	TCGA-SKCM	CLUAP1	0	0	0	0	13
ENSG00000164935	TCGA-STAD	DCSTAMP	1	0	0	0	13
ENSG00000168386	TCGA-PCPG	FILIP1L	0	0	0	0	13
ENSG00000185928	TCGA-STAD	PAGR1	0	0	0	0	13
ENSG00000176246	TCGA-KIRC	OR4L1	0	0	0	0	13
ENSG00000182634	TCGA-LUAD	OR10G7	0	0	0	0	13
ENSG00000128050	TCGA-LUAD	PAICS	0	0	0	0	13
ENSG00000087589	TCGA-SKCM	CASS4	0	0	0	0	13
ENSG00000000460	TCGA-TGCT	C1orf112	0	0	0	0	13
ENSG00000185650	TCGA-BLCA	ZFP36L1	1	0	0	0	13
ENSG00000179085	TCGA-PAAD	DPM3	0	0	0	0	13
ENSG00000168288	TCGA-PCPG	MMADHC	0	0	0	0	13
ENSG00000184786	TCGA-LUSC	TCTE3	0	0	0	0	13
ENSG00000185442	TCGA-PRAD	FAM174B	1	1	0	0	13
ENSG00000183549	TCGA-LUSC	ACSM5	0	0	0	0	13
ENSG00000168476	TCGA-UCS	REEP4	0	0	0	0	13
ENSG00000174123	TCGA-TGCT	TLR10	0	0	0	0	13
ENSG00000196862	TCGA-PCPG	RGPD4	0	0	0	0	13
ENSG00000125945	TCGA-PRAD	ZNF436	0	0	0	0	13
ENSG00000137955	TCGA-UCEC	RABGGTB	0	0	0	0	13
ENSG00000178913	TCGA-KIRP	TAF7	0	0	0	0	13
ENSG00000164756	TCGA-LUAD	SLC30A8	0	0	0	0	13
ENSG00000196850	TCGA-UCS	PPTC7	0	0	0	0	13
ENSG00000196091	TCGA-LGG	MYBPC1	0	0	0	0	13
ENSG00000142534	TCGA-OV	RPS11	0	0	0	0	13
ENSG00000180644	TCGA-STAD	PRF1	1	1	0	0	13
ENSG00000180530	TCGA-PRAD	NRIP1	0	0	0	0	13
ENSG00000156860	TCGA-LUSC	FBRS	0	0	0	0	13
ENSG00000100852	TCGA-BLCA	ARHGAP5	1	1	0	0	13
ENSG00000009790	TCGA-LGG	TRAF3IP3	0	0	0	0	13
ENSG00000011405	TCGA-OV	PIK3C2A	0	0	0	0	13
ENSG00000188508	TCGA-READ	KRTDAP	0	0	0	0	13
ENSG00000115808	TCGA-PRAD	STRN	1	0	0	0	13
ENSG00000159733	TCGA-TGCT	ZFYVE28	0	0	0	0	13
ENSG00000197776	TCGA-THCA	KLHDC1	0	0	0	0	13
ENSG00000144580	TCGA-LUAD	RQCD1	0	0	0	0	13
ENSG00000079393	TCGA-STAD	DUSP13	0	0	0	0	13
ENSG00000113578	TCGA-TGCT	FGF1	0	0	0	0	13
ENSG00000183161	TCGA-BLCA	FANCF	1	0	0	0	13
ENSG00000074964	TCGA-STAD	ARHGEF10L	1	1	0	0	13
ENSG00000076201	TCGA-TGCT	PTPN23	0	0	0	0	13
ENSG00000162086	TCGA-OV	ZNF75A	0	0	0	0	13
ENSG00000073350	TCGA-SARC	LLGL2	0	0	0	0	13
ENSG00000177879	TCGA-PCPG	AP3S1	0	0	0	0	13
ENSG00000101204	TCGA-SARC	CHRNA4	0	0	0	0	13
ENSG00000138658	TCGA-TGCT	C4orf21	0	0	0	0	13
ENSG00000158526	TCGA-TGCT	TSR2	0	0	0	0	13
ENSG00000163743	TCGA-ESCA	RCHY1	0	0	0	0	13
ENSG00000164506	TCGA-OV	STXBP5	0	0	0	0	13
ENSG00000176555	TCGA-SARC	OR4S1	0	0	0	0	13
ENSG00000123975	TCGA-LUSC	CKS2	0	0	0	0	13
ENSG00000162704	TCGA-GBM	ARPC5	0	0	0	0	13
ENSG00000198483	TCGA-SARC	ANKRD35	0	0	0	0	13
ENSG00000160325	TCGA-TGCT	CACFD1	0	0	0	0	13
ENSG00000124507	TCGA-GBM	PACSIN1	0	0	0	0	13
ENSG00000119655	TCGA-KIRC	NPC2	0	0	0	0	13
ENSG00000184261	TCGA-MESO	KCNK12	0	0	0	0	13
ENSG00000133818	TCGA-UCEC	RRAS2	1	0	0	0	13
ENSG00000061492	TCGA-UCEC	WNT8A	0	0	0	0	13
ENSG00000087842	TCGA-STAD	PIR	0	0	0	0	13
ENSG00000117877	TCGA-LUAD	CD3EAP	0	0	0	0	13
ENSG00000130881	TCGA-UVM	LRP3	0	0	0	0	13
ENSG00000128928	TCGA-THYM	IVD	0	0	0	0	13
ENSG00000180347	TCGA-PCPG	CCDC129	0	0	0	0	13
ENSG00000106993	TCGA-PCPG	CDC37L1	0	0	0	0	13
ENSG00000129675	TCGA-ACC	ARHGEF6	0	0	0	0	13
ENSG00000124493	TCGA-BLCA	GRM4	0	0	0	0	13
ENSG00000183091	TCGA-THYM	NEB	0	0	0	0	13
ENSG00000276345	TCGA-MESO	AC004556.3	0	0	0	0	13
ENSG00000174607	TCGA-PAAD	UGT8	0	0	0	0	13
ENSG00000143839	TCGA-UCEC	REN	0	0	0	0	13
ENSG00000072518	TCGA-PAAD	MARK2	1	0	0	0	13
ENSG00000166920	TCGA-PAAD	C15orf48	0	0	0	0	13
ENSG00000197992	TCGA-SARC	CLEC9A	0	0	0	0	13
ENSG00000170185	TCGA-SARC	USP38	0	0	0	0	13
ENSG00000114520	TCGA-SARC	SNX4	0	0	0	0	13
ENSG00000144677	TCGA-SARC	CTDSPL	0	0	0	0	13
ENSG00000007264	TCGA-KIRP	MATK	0	0	0	0	13
ENSG00000113368	TCGA-PAAD	LMNB1	0	0	0	0	13
ENSG00000171853	TCGA-PAAD	TRAPPC12	0	0	0	0	13
ENSG00000105404	TCGA-OV	RABAC1	0	0	0	0	13
ENSG00000151552	TCGA-SARC	QDPR	0	0	0	0	13
ENSG00000141968	TCGA-PAAD	VAV1	1	0	0	0	13
ENSG00000105127	TCGA-LUSC	AKAP8	0	0	0	0	13
ENSG00000134343	TCGA-BRCA	ANO3	0	0	0	0	13
ENSG00000151474	TCGA-KICH	FRMD4A	0	0	0	0	13
ENSG00000171385	TCGA-MESO	KCND3	0	0	0	0	13
ENSG00000111348	TCGA-KIRP	ARHGDIB	0	0	0	0	13
ENSG00000135678	TCGA-SKCM	CPM	0	0	0	0	13
ENSG00000173744	TCGA-KIRC	AGFG1	0	0	0	0	13
ENSG00000073670	TCGA-ACC	ADAM11	0	0	0	0	13
ENSG00000137561	TCGA-KIRC	TTPA	0	0	0	0	13
ENSG00000125798	TCGA-UCEC	FOXA2	1	0	0	0	13
ENSG00000143493	TCGA-UCS	INTS7	0	0	0	0	13
ENSG00000169627	TCGA-PCPG	BOLA2B	0	0	0	0	13
ENSG00000148848	TCGA-DLBC	ADAM12	0	0	0	0	13
ENSG00000129993	TCGA-CESC	CBFA2T3	1	0	0	0	13
ENSG00000196220	TCGA-SKCM	SRGAP3	1	1	0	0	13
ENSG00000132963	TCGA-KICH	POMP	0	0	0	0	13
ENSG00000204472	TCGA-PCPG	AIF1	0	0	0	0	13
ENSG00000040633	TCGA-LUSC	PHF23	0	0	0	0	13
ENSG00000113360	TCGA-LUSC	DROSHA	1	1	0	0	13
ENSG00000100626	TCGA-SARC	GALNT16	0	0	0	0	13
ENSG00000176055	TCGA-ESCA	MBLAC2	0	0	0	0	13
ENSG00000232399	TCGA-KIRC	USP17L13	0	0	0	0	13
ENSG00000119720	TCGA-OV	NRDE2	0	0	0	0	13
ENSG00000164749	TCGA-LUSC	HNF4G	0	0	0	0	13
ENSG00000177383	TCGA-MESO	MAGEF1	0	0	0	0	13
ENSG00000147872	TCGA-LUSC	PLIN2	0	0	0	0	12
ENSG00000103226	TCGA-ESCA	NOMO3	0	0	0	0	12
ENSG00000172006	TCGA-LUSC	ZNF554	0	0	0	0	12
ENSG00000169683	TCGA-UCS	LRRC45	0	0	0	0	12
ENSG00000070778	TCGA-LUSC	PTPN21	0	0	0	0	12
ENSG00000136856	TCGA-KICH	SLC2A8	0	0	0	0	12
ENSG00000183117	TCGA-KIRC	CSMD1	0	0	0	0	12
ENSG00000115504	TCGA-BLCA	EHBP1	0	0	0	0	12
ENSG00000115758	TCGA-UCEC	ODC1	0	0	0	0	12
ENSG00000104731	TCGA-KICH	KLHDC4	0	0	0	0	12
ENSG00000147383	TCGA-SARC	NSDHL	0	0	0	0	12
ENSG00000139946	TCGA-KIRC	PELI2	0	0	0	0	12
ENSG00000139155	TCGA-GBM	SLCO1C1	0	0	0	0	12
ENSG00000168685	TCGA-ESCA	IL7R	1	1	0	0	12
ENSG00000181274	TCGA-ESCA	FRAT2	0	0	0	0	12
ENSG00000146232	TCGA-DLBC	NFKBIE	1	1	0	0	12
ENSG00000133627	TCGA-KIRC	ACTR3B	0	0	0	0	12
ENSG00000147586	TCGA-ESCA	MRPS28	0	0	0	0	12
ENSG00000205356	TCGA-UCS	TECPR1	0	0	0	0	12
ENSG00000145337	TCGA-SARC	PYURF	0	0	0	0	12
ENSG00000134369	TCGA-LUSC	NAV1	0	0	0	0	12
ENSG00000103160	TCGA-TGCT	HSDL1	0	0	0	0	12
ENSG00000178075	TCGA-UCS	GRAMD1C	0	0	0	0	12
ENSG00000117262	TCGA-READ	GPR89A	0	0	0	0	12
ENSG00000183605	TCGA-LUSC	SFXN4	0	0	0	0	12
ENSG00000113597	TCGA-ESCA	TRAPPC13	0	0	0	0	12
ENSG00000108557	TCGA-PAAD	RAI1	0	0	0	0	12
ENSG00000157734	TCGA-UCEC	SNX22	0	0	0	0	12
ENSG00000172943	TCGA-SKCM	PHF8	0	0	0	0	12
ENSG00000143970	TCGA-BLCA	ASXL2	1	1	0	0	12
ENSG00000006695	TCGA-TGCT	COX10	0	0	0	0	12
ENSG00000239590	TCGA-GBM	OR1J4	0	0	0	0	12
ENSG00000162129	TCGA-KIRP	CLPB	0	0	0	0	12
ENSG00000100095	TCGA-LUAD	SEZ6L	0	0	0	0	12
ENSG00000113805	TCGA-THCA	CNTN3	0	0	0	0	12
ENSG00000172399	TCGA-STAD	MYOZ2	0	0	0	0	12
ENSG00000139625	TCGA-LUAD	MAP3K12	0	0	0	0	12
ENSG00000234560	TCGA-SKCM	OR10G8	0	0	0	0	12
ENSG00000235034	TCGA-PCPG	C19orf81	0	0	0	0	12
ENSG00000131055	TCGA-CESC	COX4I2	0	0	0	0	12
ENSG00000132388	TCGA-KIRC	UBE2G1	0	0	0	0	12
ENSG00000213413	TCGA-THYM	PVRIG	0	0	0	0	12
ENSG00000204381	TCGA-MESO	LAYN	0	0	0	0	12
ENSG00000166444	TCGA-PCPG	ST5	0	0	0	0	12
ENSG00000115548	TCGA-THYM	KDM3A	0	0	0	0	12
ENSG00000158156	TCGA-THYM	XKR8	0	0	0	0	12
ENSG00000109846	TCGA-ACC	CRYAB	0	0	0	0	12
ENSG00000124222	TCGA-THYM	STX16	0	0	0	0	12
ENSG00000204020	TCGA-MESO	LIPN	0	0	0	0	12
ENSG00000188549	TCGA-PAAD	C15orf52	0	0	0	0	12
ENSG00000142546	TCGA-PAAD	NOSIP	0	0	0	0	12
ENSG00000030066	TCGA-PAAD	NUP160	0	0	0	0	12
ENSG00000183833	TCGA-MESO	MAATS1	0	0	0	0	12
ENSG00000096384	TCGA-SKCM	HSP90AB1	1	0	0	0	12
ENSG00000188869	TCGA-BRCA	TMC3	0	0	0	0	12
ENSG00000137413	TCGA-MESO	TAF8	0	0	0	0	12
ENSG00000149547	TCGA-KIRP	EI24	0	0	0	0	12
ENSG00000126107	TCGA-BRCA	HECTD3	0	0	0	0	12
ENSG00000132286	TCGA-MESO	TIMM10B	0	0	0	0	12
ENSG00000182544	TCGA-THYM	MFSD5	0	0	0	0	12
ENSG00000110660	TCGA-ACC	SLC35F2	0	0	0	0	12
ENSG00000080298	TCGA-BRCA	RFX3	0	0	0	0	12
ENSG00000196832	TCGA-KIRP	OR11G2	0	0	0	0	12
ENSG00000105254	TCGA-MESO	TBCB	0	0	0	0	12
ENSG00000178700	TCGA-KIRC	DHFRL1	0	0	0	0	12
ENSG00000111817	TCGA-ACC	DSE	0	0	0	0	12
ENSG00000126603	TCGA-SARC	GLIS2	0	0	0	0	12
ENSG00000117289	TCGA-STAD	TXNIP	0	0	0	0	12
ENSG00000175322	TCGA-PAAD	ZNF519	0	0	0	0	12
ENSG00000108671	TCGA-SARC	PSMD11	0	0	0	0	12
ENSG00000154124	TCGA-LUAD	FAM105B	0	0	0	0	12
ENSG00000034510	TCGA-LUAD	TMSB10	0	0	0	0	12
ENSG00000163909	TCGA-LUAD	HEYL	0	0	0	0	12
ENSG00000163618	TCGA-UCEC	CADPS	0	0	0	0	12
ENSG00000144134	TCGA-MESO	RABL2A	0	0	0	0	12
ENSG00000064601	TCGA-STAD	CTSA	0	0	0	0	12
ENSG00000139133	TCGA-STAD	ALG10	0	0	0	0	12
ENSG00000106268	TCGA-LGG	NUDT1	0	0	0	0	12
ENSG00000163126	TCGA-SARC	ANKRD23	0	0	0	0	12
ENSG00000135334	TCGA-LUAD	AKIRIN2	0	0	0	0	12
ENSG00000130643	TCGA-STAD	CALY	0	0	0	0	12
ENSG00000162543	TCGA-LUAD	UBXN10	0	0	0	0	12
ENSG00000135824	TCGA-SARC	RGS8	0	0	0	0	12
ENSG00000116774	TCGA-PCPG	OLFML3	0	0	0	0	12
ENSG00000005889	TCGA-SKCM	ZFX	1	0	0	0	12
ENSG00000197045	TCGA-STAD	GMFB	0	0	0	0	12
ENSG00000213614	TCGA-STAD	HEXA	0	0	0	0	12
ENSG00000006704	TCGA-PAAD	GTF2IRD1	0	0	0	0	12
ENSG00000162413	TCGA-ACC	KLHL21	0	0	0	0	12
ENSG00000155304	TCGA-PAAD	HSPA13	0	0	0	0	12
ENSG00000157600	TCGA-PCPG	TMEM164	0	0	0	0	12
ENSG00000169393	TCGA-LUAD	ELSPBP1	0	0	0	0	12
ENSG00000196242	TCGA-LUAD	OR2C3	0	0	0	0	12
ENSG00000171150	TCGA-PCPG	SOCS5	0	0	0	0	12
ENSG00000136040	TCGA-LUAD	PLXNC1	0	0	0	0	12
ENSG00000099999	TCGA-KIRC	RNF215	0	0	0	0	12
