Ensembl_gene	Cancer_type	Gene_name	Driver in the same cancer	Driver in other cancer	Prognostic in the same cancer	Prognostic in other cancer	count
ENSG00000083812	TCGA-SARC	HMGN5	0	0	0	0	22
ENSG00000121879	TCGA-LGG	PIK3CA	1	1	1	1	22
ENSG00000168702	TCGA-PRAD	LRP1B	1	1	0	0	22
ENSG00000117713	TCGA-SARC	ARID1A	1	1	0	0	22
ENSG00000171862	TCGA-SARC	PTEN	1	1	0	1	22
ENSG00000064012	TCGA-STAD	CASP8	1	1	0	0	22
ENSG00000128513	TCGA-UCEC	POT1	1	1	0	0	22
ENSG00000169598	TCGA-SARC	PCDHA7	0	0	0	0	22
ENSG00000141510	TCGA-HNSC	TP53	1	1	1	1	22
ENSG00000123572	TCGA-LUSC	NRK	1	0	0	0	22
ENSG00000162613	TCGA-LGG	FUBP1	1	1	0	0	22
ENSG00000157764	TCGA-OV	BRAF	1	1	1	1	22
ENSG00000169032	TCGA-BLCA	MAP2K1	1	1	0	1	22
ENSG00000105656	TCGA-OV	ELL	1	1	0	0	22
ENSG00000130227	TCGA-BLCA	DNAJC5B	0	0	0	0	22
ENSG00000163930	TCGA-KIRP	BAP1	1	1	1	1	21
ENSG00000180611	TCGA-LUSC	MB21D2	1	1	0	0	21
ENSG00000164754	TCGA-LUSC	RAD21	1	1	0	0	21
ENSG00000166501	TCGA-LUSC	PRKCB	1	1	0	0	21
ENSG00000109670	TCGA-LUSC	FBXW7	1	1	0	1	21
ENSG00000164330	TCGA-LUSC	EBF1	1	1	0	0	21
ENSG00000102974	TCGA-UCEC	CTCF	1	1	0	0	21
ENSG00000139687	TCGA-UCEC	RB1	1	1	0	1	21
ENSG00000168769	TCGA-SARC	TET2	1	1	0	0	21
ENSG00000100345	TCGA-COAD	MYH9	1	1	0	0	21
ENSG00000029363	TCGA-STAD	BCLAF1	1	1	0	0	21
ENSG00000167548	TCGA-KICH	KMT2D	1	1	0	1	21
ENSG00000173821	TCGA-BLCA	RNF213	1	1	0	0	21
ENSG00000133703	TCGA-UCEC	KRAS	1	1	0	1	21
ENSG00000147050	TCGA-KIRP	KDM6A	1	1	0	0	21
ENSG00000180921	TCGA-LGG	FAM83H	0	0	0	0	21
ENSG00000119772	TCGA-LGG	DNMT3A	1	1	0	1	21
ENSG00000142798	TCGA-SARC	HSPG2	1	1	0	0	21
ENSG00000214300	TCGA-SARC	ABCB8	0	0	0	0	21
ENSG00000184634	TCGA-SARC	MED12	1	1	0	0	21
ENSG00000101972	TCGA-THCA	STAG2	1	1	0	1	21
ENSG00000132002	TCGA-BLCA	DNAJB1	1	0	0	0	21
ENSG00000005339	TCGA-BLCA	CREBBP	1	1	0	0	21
ENSG00000163939	TCGA-KIRP	PBRM1	1	1	0	0	21
ENSG00000126883	TCGA-KIRP	NUP214	1	1	0	0	21
ENSG00000125952	TCGA-UCEC	MAX	1	1	0	0	21
ENSG00000169914	TCGA-PAAD	NUP160	0	0	0	0	21
ENSG00000158055	TCGA-KIRP	ARFGEF2	0	0	0	0	21
ENSG00000119431	TCGA-THCA	RPLP1	0	0	0	0	21
ENSG00000134982	TCGA-STAD	APC	1	1	0	1	20
ENSG00000173039	TCGA-STAD	RELA	1	0	0	0	20
ENSG00000121989	TCGA-COAD	ACVR2A	1	1	0	0	20
ENSG00000142208	TCGA-SARC	AKT1	1	1	0	1	20
ENSG00000111266	TCGA-COAD	DUSP16	1	0	0	0	20
ENSG00000166949	TCGA-COAD	SMAD3	1	1	0	0	20
ENSG00000125398	TCGA-COAD	SOX9	1	0	0	0	20
ENSG00000168702	TCGA-SARC	LRP1B	1	1	0	0	20
ENSG00000160439	TCGA-SARC	GLT6D1	0	0	0	0	20
ENSG00000100503	TCGA-COAD	NIN	1	1	0	0	20
ENSG00000178568	TCGA-BLCA	ERBB4	1	1	0	1	20
ENSG00000039068	TCGA-BLCA	CDH1	1	1	0	0	20
ENSG00000141510	TCGA-SARC	TP53	1	1	0	1	20
ENSG00000064012	TCGA-CESC	CASP8	1	1	0	0	20
ENSG00000121879	TCGA-COAD	PIK3CA	1	1	0	1	20
ENSG00000168702	TCGA-THCA	LRP1B	1	1	0	0	20
ENSG00000101972	TCGA-LUSC	STAG2	1	1	0	1	20
ENSG00000186716	TCGA-LUSC	BCR	1	1	0	0	20
ENSG00000141052	TCGA-LGG	MYOCD	0	0	0	0	20
ENSG00000131051	TCGA-UCEC	RBM39	1	0	0	0	20
ENSG00000198793	TCGA-UCEC	MTOR	1	1	0	0	20
ENSG00000173575	TCGA-KIRP	CHD2	1	1	0	0	20
ENSG00000080824	TCGA-THCA	HSP90AA1	1	1	0	0	20
ENSG00000118058	TCGA-ACC	KMT2A	1	1	0	0	20
ENSG00000124181	TCGA-LGG	PLCG1	1	1	0	0	20
ENSG00000138592	TCGA-LUSC	USP8	1	1	0	0	20
ENSG00000197888	TCGA-OV	UGT2B17	1	0	0	0	20
ENSG00000173821	TCGA-LUSC	RNF213	1	1	0	0	20
ENSG00000184384	TCGA-LUSC	MAML2	1	1	0	0	20
ENSG00000213281	TCGA-LUSC	NRAS	1	1	0	1	20
ENSG00000185966	TCGA-UCS	WFDC6	0	0	0	0	20
ENSG00000173674	TCGA-PRAD	EIF1AX	1	1	0	1	20
ENSG00000114861	TCGA-PRAD	FOXP1	1	1	0	0	20
ENSG00000173757	TCGA-OV	STAT5B	1	0	0	0	20
ENSG00000129204	TCGA-PRAD	USP6	1	1	0	0	20
ENSG00000007264	TCGA-PCPG	RNF146	0	0	0	0	20
ENSG00000188916	TCGA-STAD	SLC22A31	0	0	0	0	20
ENSG00000077782	TCGA-BLCA	FGFR1	1	1	0	1	19
ENSG00000139263	TCGA-BLCA	LRIG3	1	1	0	0	19
ENSG00000221988	TCGA-BLCA	PPT2	1	0	0	0	19
ENSG00000131023	TCGA-COAD	LATS1	1	1	0	0	19
ENSG00000095015	TCGA-UCEC	MAP3K1	1	1	0	0	19
ENSG00000173821	TCGA-UCEC	RNF213	1	1	0	0	19
ENSG00000182054	TCGA-SARC	IDH2	1	1	0	1	19
ENSG00000175054	TCGA-UCEC	ATR	1	1	0	1	19
ENSG00000138336	TCGA-STAD	TET1	1	1	0	0	19
ENSG00000131747	TCGA-STAD	TOP2A	1	0	0	0	19
ENSG00000117713	TCGA-STAD	ARID1A	1	1	0	0	19
ENSG00000171681	TCGA-UCEC	ATF7IP	1	1	0	0	19
ENSG00000149311	TCGA-UCEC	ATM	1	1	0	1	19
ENSG00000142208	TCGA-UCEC	AKT1	1	1	0	1	19
ENSG00000056097	TCGA-SARC	MBIP	0	0	0	0	19
ENSG00000130940	TCGA-PRAD	CASZ1	1	0	0	0	19
ENSG00000167548	TCGA-PRAD	KMT2D	1	1	0	1	19
ENSG00000099949	TCGA-PRAD	LZTR1	1	1	0	0	19
ENSG00000186174	TCGA-COAD	BCL9L	1	0	0	0	19
ENSG00000154803	TCGA-COAD	FLCN	1	0	0	0	19
ENSG00000142798	TCGA-COAD	HSPG2	1	1	0	0	19
ENSG00000065559	TCGA-COAD	MAP2K4	1	1	0	0	19
ENSG00000117713	TCGA-LUSC	ARID1A	1	1	0	0	19
ENSG00000135333	TCGA-OV	EPHA7	1	1	0	0	19
ENSG00000131023	TCGA-OV	LATS1	1	1	0	0	19
ENSG00000100345	TCGA-OV	MYH9	1	1	0	0	19
ENSG00000167548	TCGA-CESC	KMT2D	1	1	0	1	19
ENSG00000127329	TCGA-OV	PTPRB	1	1	0	0	19
ENSG00000196090	TCGA-OV	PTPRT	1	1	0	0	19
ENSG00000135605	TCGA-UCEC	TEC	1	0	0	0	19
ENSG00000141510	TCGA-PRAD	TP53	1	1	0	1	19
ENSG00000141510	TCGA-KIRP	TP53	1	1	0	1	19
ENSG00000117713	TCGA-KIRP	ARID1A	1	1	0	0	19
ENSG00000204209	TCGA-ACC	DAXX	1	1	0	0	19
ENSG00000139687	TCGA-ACC	RB1	1	1	0	1	19
ENSG00000124762	TCGA-KICH	CDKN1A	1	1	0	0	19
ENSG00000169032	TCGA-COAD	MAP2K1	1	1	0	1	19
ENSG00000133124	TCGA-BLCA	IRS4	1	1	0	0	18
ENSG00000127616	TCGA-BLCA	SMARCA4	1	1	0	1	18
ENSG00000189079	TCGA-STAD	ARID2	1	1	0	0	18
ENSG00000055609	TCGA-BLCA	KMT2C	1	1	0	0	18
ENSG00000196367	TCGA-BLCA	TRRAP	1	1	0	0	18
ENSG00000051382	TCGA-BLCA	PIK3CB	1	1	0	1	18
ENSG00000147889	TCGA-BLCA	CDKN2A	1	1	0	1	18
ENSG00000046889	TCGA-BLCA	PREX2	1	1	0	0	18
ENSG00000171862	TCGA-OV	PTEN	1	1	1	1	18
ENSG00000044524	TCGA-COAD	EPHA3	1	1	0	0	18
ENSG00000011028	TCGA-UVM	SKA3	0	0	0	0	18
ENSG00000107779	TCGA-COAD	BMPR1A	1	1	0	0	18
ENSG00000179295	TCGA-COAD	PTPN11	1	1	0	0	18
ENSG00000127870	TCGA-COAD	RNF6	1	0	0	0	18
ENSG00000085276	TCGA-UCEC	MECOM	1	1	0	0	18
ENSG00000066468	TCGA-UCEC	FGFR2	1	1	0	1	18
ENSG00000257923	TCGA-UCEC	CUX1	1	1	0	0	18
ENSG00000083857	TCGA-UCEC	FAT1	1	1	0	0	18
ENSG00000116044	TCGA-UCEC	NFE2L2	1	1	0	0	18
ENSG00000198286	TCGA-COAD	CARD11	1	1	0	0	18
ENSG00000135111	TCGA-COAD	TBX3	1	1	0	0	18
ENSG00000133703	TCGA-COAD	KRAS	1	1	0	1	18
ENSG00000140876	TCGA-SARC	ERCC8	0	0	0	0	18
ENSG00000196498	TCGA-PRAD	NCOR2	1	1	0	0	18
ENSG00000173821	TCGA-PRAD	RNF213	1	1	0	0	18
ENSG00000078328	TCGA-PRAD	RBFOX1	1	0	0	0	18
ENSG00000104408	TCGA-COAD	EIF3E	1	1	0	0	18
ENSG00000083168	TCGA-PRAD	KAT6A	1	1	0	0	18
ENSG00000133703	TCGA-KIRP	KRAS	1	1	0	1	18
ENSG00000110619	TCGA-STAD	CARS	1	0	0	0	18
ENSG00000055609	TCGA-STAD	KMT2C	1	1	0	0	18
ENSG00000148400	TCGA-LUSC	NOTCH1	1	1	0	0	18
ENSG00000174775	TCGA-LUSC	HRAS	1	1	0	1	18
ENSG00000005339	TCGA-LUSC	CREBBP	1	1	0	0	18
ENSG00000124145	TCGA-STAD	SDC4	1	0	0	0	18
ENSG00000157168	TCGA-STAD	NRG1	1	0	0	0	18
ENSG00000128191	TCGA-THCA	DGCR8	1	1	0	0	17
ENSG00000165323	TCGA-COAD	FAT3	1	1	0	0	17
ENSG00000176435	TCGA-SARC	PPP2CB	0	0	0	0	17
ENSG00000140836	TCGA-PRAD	ZFHX3	1	1	0	0	17
ENSG00000165323	TCGA-LUSC	FAT3	1	1	0	0	17
ENSG00000141646	TCGA-CESC	SMAD4	1	1	0	0	17
ENSG00000138413	TCGA-PRAD	IDH1	1	1	0	1	17
ENSG00000046889	TCGA-PRAD	PREX2	1	1	0	0	17
ENSG00000196159	TCGA-COAD	FAT4	1	1	0	0	17
ENSG00000108375	TCGA-COAD	RNF43	1	1	1	0	17
ENSG00000175387	TCGA-COAD	SMAD2	1	1	0	0	17
ENSG00000149311	TCGA-PAAD	ATM	1	1	0	1	17
ENSG00000094880	TCGA-UCS	C14orf39	0	0	0	0	17
ENSG00000141510	TCGA-COAD	TP53	1	1	0	1	17
ENSG00000133703	TCGA-THCA	KRAS	1	1	0	1	17
ENSG00000149311	TCGA-COAD	ATM	1	1	1	1	17
ENSG00000105568	TCGA-COAD	PPP2R1A	1	1	0	0	17
ENSG00000141510	TCGA-LUSC	TP53	1	1	0	1	17
ENSG00000108231	TCGA-UCS	TAF1A	0	0	0	0	17
ENSG00000087460	TCGA-COAD	GNAS	1	1	0	0	17
ENSG00000140538	TCGA-STAD	NTRK3	1	1	0	0	17
ENSG00000157764	TCGA-LUSC	BRAF	1	1	0	1	17
ENSG00000165671	TCGA-LUSC	NSD1	1	1	0	0	17
ENSG00000168702	TCGA-LUSC	LRP1B	1	1	0	0	17
ENSG00000130779	TCGA-STAD	CLIP1	1	1	0	0	17
ENSG00000004779	TCGA-SARC	ZBTB32	0	0	0	0	17
ENSG00000165516	TCGA-SARC	ERMARD	0	0	0	0	17
ENSG00000136014	TCGA-UCEC	USP44	1	1	0	0	17
ENSG00000141510	TCGA-UCEC	TP53	1	1	1	1	17
ENSG00000049618	TCGA-BLCA	ARID1B	1	1	0	0	17
ENSG00000172660	TCGA-BLCA	TAF15	1	0	0	0	17
ENSG00000115760	TCGA-BLCA	BIRC6	1	1	0	0	17
ENSG00000174775	TCGA-COAD	HRAS	1	1	0	1	17
ENSG00000141510	TCGA-THCA	TP53	1	1	0	1	17
ENSG00000152217	TCGA-THCA	SETBP1	1	1	0	0	17
ENSG00000036257	TCGA-KIRP	CUL3	1	1	0	0	17
ENSG00000141510	TCGA-ACC	TP53	1	1	1	1	17
ENSG00000101972	TCGA-KIRP	STAG2	1	1	0	1	17
ENSG00000119772	TCGA-KIRP	DNMT3A	1	1	0	1	17
ENSG00000168036	TCGA-STAD	CTNNB1	1	1	0	1	17
ENSG00000165671	TCGA-STAD	NSD1	1	1	0	0	17
ENSG00000141646	TCGA-STAD	SMAD4	1	1	0	0	17
ENSG00000189283	TCGA-STAD	FHIT	1	1	0	0	17
ENSG00000237649	TCGA-UCEC	KIFC1	1	0	0	0	17
ENSG00000085276	TCGA-BLCA	MECOM	1	1	0	0	17
ENSG00000121879	TCGA-UCEC	PIK3CA	1	1	1	1	17
ENSG00000037280	TCGA-BLCA	FLT4	1	1	0	0	17
ENSG00000118308	TCGA-SARC	VPS35	0	0	0	0	17
ENSG00000204628	TCGA-UVM	KISS1R	0	0	0	0	17
ENSG00000172348	TCGA-SARC	RBPJ	0	0	0	0	17
ENSG00000160445	TCGA-SARC	LRRC3C	0	0	0	0	17
ENSG00000198793	TCGA-COAD	MTOR	1	1	0	0	17
ENSG00000196712	TCGA-BLCA	NF1	1	1	0	1	17
ENSG00000067560	TCGA-BLCA	RHOA	1	1	0	0	17
ENSG00000117713	TCGA-BLCA	ARID1A	1	1	0	0	16
ENSG00000163930	TCGA-PAAD	BAP1	1	1	0	1	16
ENSG00000083857	TCGA-CESC	FAT1	1	1	0	0	16
ENSG00000115289	TCGA-SARC	RAB40B	0	0	0	0	16
ENSG00000085185	TCGA-PAAD	BCORL1	1	1	0	0	16
ENSG00000186350	TCGA-BLCA	RXRA	1	0	0	0	16
ENSG00000118058	TCGA-BLCA	KMT2A	1	1	0	0	16
ENSG00000111642	TCGA-BLCA	CHD4	1	1	0	0	16
ENSG00000139687	TCGA-BLCA	RB1	1	1	1	0	16
ENSG00000171862	TCGA-BLCA	PTEN	1	1	0	1	16
ENSG00000064601	TCGA-SARC	PBX3	0	0	0	0	16
ENSG00000161888	TCGA-SARC	C19orf43	0	0	0	0	16
ENSG00000214517	TCGA-SARC	AIP	0	0	0	0	16
ENSG00000083857	TCGA-BLCA	FAT1	1	1	0	0	16
ENSG00000158517	TCGA-PAAD	BRPF1	0	0	0	0	16
ENSG00000065361	TCGA-BLCA	ERBB3	1	1	1	0	16
ENSG00000104738	TCGA-SARC	HOXB13	0	0	0	0	16
ENSG00000167548	TCGA-BLCA	KMT2D	1	1	0	1	16
ENSG00000198246	TCGA-TGCT	RUFY2	0	0	0	0	16
ENSG00000046647	TCGA-PAAD	TAS2R31	0	0	0	0	16
ENSG00000178201	TCGA-TGCT	KIF2B	0	0	0	0	16
ENSG00000120063	TCGA-BLCA	GNA13	1	1	0	0	16
ENSG00000041982	TCGA-LUSC	TNC	1	1	0	0	16
ENSG00000108091	TCGA-COAD	CCDC6	1	0	0	0	16
ENSG00000143322	TCGA-UCEC	ABL2	1	1	0	0	16
ENSG00000198354	TCGA-GBM	DCAF12L2	1	1	0	0	16
ENSG00000129204	TCGA-COAD	USP6	1	1	0	0	16
ENSG00000179295	TCGA-GBM	PTPN11	1	1	0	0	16
ENSG00000170209	TCGA-UVM	SNTB2	0	0	0	0	16
ENSG00000124164	TCGA-UVM	MUT	0	0	0	0	16
ENSG00000073282	TCGA-UCEC	TP63	1	1	0	0	16
ENSG00000133710	TCGA-MESO	OR4D10	0	0	0	0	16
ENSG00000168003	TCGA-MESO	INO80D	0	0	0	0	16
ENSG00000163939	TCGA-UCEC	PBRM1	1	1	0	0	16
ENSG00000157764	TCGA-UCEC	BRAF	1	1	0	1	16
ENSG00000115760	TCGA-HNSC	BIRC6	1	1	0	0	16
ENSG00000139687	TCGA-PRAD	RB1	1	1	0	1	16
ENSG00000171862	TCGA-HNSC	PTEN	1	1	0	1	16
ENSG00000055609	TCGA-THCA	KMT2C	1	1	0	0	16
ENSG00000196712	TCGA-THCA	NF1	1	1	0	1	16
ENSG00000108946	TCGA-ACC	PRKAR1A	1	1	0	0	16
ENSG00000183337	TCGA-ACC	BCOR	1	1	0	0	16
ENSG00000183337	TCGA-STAD	BCOR	1	1	0	0	16
ENSG00000139687	TCGA-STAD	RB1	1	1	0	1	16
ENSG00000157404	TCGA-STAD	KIT	1	1	0	1	16
ENSG00000121879	TCGA-STAD	PIK3CA	1	1	0	1	16
ENSG00000109670	TCGA-STAD	FBXW7	1	1	0	1	16
ENSG00000108375	TCGA-PRAD	RNF43	1	1	0	1	16
ENSG00000184634	TCGA-GBM	MED12	1	1	0	0	16
ENSG00000101115	TCGA-LUSC	SALL4	1	1	0	0	16
ENSG00000124493	TCGA-UCS	CDK5RAP3	0	0	0	0	16
ENSG00000145715	TCGA-LUSC	RASA1	1	1	0	0	16
ENSG00000140937	TCGA-LUSC	CDH11	1	1	0	0	16
ENSG00000036257	TCGA-LUSC	CUL3	1	1	0	0	16
ENSG00000131941	TCGA-LUSC	RHPN2	1	1	0	0	16
ENSG00000139687	TCGA-LUSC	RB1	1	1	0	1	16
ENSG00000155621	TCGA-LUSC	OR1C1	0	0	0	0	16
ENSG00000163513	TCGA-COAD	TGFBR2	1	1	0	0	16
ENSG00000144554	TCGA-COAD	FANCD2	1	1	0	0	16
ENSG00000182872	TCGA-COAD	RBM10	1	1	0	0	16
ENSG00000044524	TCGA-PRAD	EPHA3	1	1	0	0	16
ENSG00000109906	TCGA-PRAD	ZBTB16	1	1	0	0	15
ENSG00000168036	TCGA-ACC	CTNNB1	1	1	1	0	15
ENSG00000181555	TCGA-KIRP	SETD2	1	1	0	0	15
ENSG00000141510	TCGA-BLCA	TP53	1	1	0	1	15
ENSG00000142798	TCGA-BLCA	HSPG2	1	1	0	0	15
ENSG00000073282	TCGA-BLCA	TP63	1	1	0	0	15
ENSG00000121989	TCGA-PAAD	ACVR2A	1	1	0	0	15
ENSG00000213281	TCGA-PRAD	NRAS	1	1	0	1	15
ENSG00000149311	TCGA-PRAD	ATM	1	1	1	1	15
ENSG00000121406	TCGA-SARC	ROM1	0	0	0	0	15
ENSG00000103056	TCGA-SARC	CLSPN	0	0	0	0	15
ENSG00000101846	TCGA-SARC	GNMT	0	0	0	0	15
ENSG00000118058	TCGA-PRAD	KMT2A	1	1	0	0	15
ENSG00000183770	TCGA-OV	FOXL2	1	0	0	0	15
ENSG00000077782	TCGA-OV	FGFR1	1	1	0	1	15
ENSG00000157150	TCGA-UVM	ZNF512	0	0	0	0	15
ENSG00000178809	TCGA-PCPG	PPWD1	0	0	0	0	15
ENSG00000139618	TCGA-OV	BRCA2	1	1	1	1	15
ENSG00000117713	TCGA-OV	ARID1A	1	1	0	0	15
ENSG00000051382	TCGA-PRAD	PIK3CB	1	1	0	1	15
ENSG00000117020	TCGA-PRAD	AKT3	1	1	0	0	15
ENSG00000160201	TCGA-PRAD	U2AF1	1	1	0	0	15
ENSG00000164985	TCGA-BLCA	PSIP1	1	0	0	0	15
ENSG00000180530	TCGA-SARC	OR13C4	0	0	0	0	15
ENSG00000183454	TCGA-BLCA	GRIN2A	1	1	0	0	15
ENSG00000165671	TCGA-UCEC	NSD1	1	1	0	0	15
ENSG00000183337	TCGA-UCEC	BCOR	1	1	0	0	15
ENSG00000108375	TCGA-UCEC	RNF43	1	1	0	1	15
ENSG00000005073	TCGA-UCEC	HOXA11	1	0	0	0	15
ENSG00000148737	TCGA-UCEC	TCF7L2	1	1	0	0	15
ENSG00000140836	TCGA-UCEC	ZFHX3	1	1	0	0	15
ENSG00000121989	TCGA-UCEC	ACVR2A	1	1	0	0	15
ENSG00000097007	TCGA-UCEC	ABL1	1	1	0	0	15
ENSG00000162434	TCGA-UCEC	JAK1	1	1	0	0	15
ENSG00000110660	TCGA-MESO	CBX7	0	0	0	0	15
ENSG00000142182	TCGA-MESO	TMEM206	0	0	0	0	15
ENSG00000128040	TCGA-MESO	MT-ATP6	0	0	0	0	15
ENSG00000102554	TCGA-BLCA	KLF5	1	1	0	0	15
ENSG00000138829	TCGA-HNSC	FBN2	1	1	0	0	15
ENSG00000100345	TCGA-STAD	MYH9	1	1	0	0	15
ENSG00000133703	TCGA-STAD	KRAS	1	1	0	1	15
ENSG00000173674	TCGA-UCEC	EIF1AX	1	1	0	1	15
ENSG00000145675	TCGA-UCEC	PIK3R1	1	1	0	1	15
ENSG00000147050	TCGA-STAD	KDM6A	1	1	0	0	15
ENSG00000138336	TCGA-GBM	TET1	1	1	0	0	15
ENSG00000026103	TCGA-CESC	FAS	1	1	0	0	15
ENSG00000166710	TCGA-CESC	B2M	1	1	0	0	15
ENSG00000171862	TCGA-CESC	PTEN	1	1	0	1	15
ENSG00000213281	TCGA-COAD	NRAS	1	1	0	1	15
ENSG00000157764	TCGA-COAD	BRAF	1	1	1	1	15
ENSG00000169564	TCGA-COAD	PCBP1	1	1	0	0	15
ENSG00000139618	TCGA-COAD	BRCA2	1	1	0	1	15
ENSG00000102699	TCGA-COAD	PARP4	1	1	0	0	15
ENSG00000049618	TCGA-LUSC	ARID1B	1	1	0	0	15
ENSG00000134853	TCGA-LUSC	PDGFRA	1	1	0	1	15
ENSG00000167548	TCGA-LUSC	KMT2D	1	1	0	1	15
ENSG00000141279	TCGA-LUSC	NPEPPS	1	1	0	0	15
ENSG00000147050	TCGA-LUSC	KDM6A	1	1	0	0	15
ENSG00000171862	TCGA-LUSC	PTEN	1	1	0	1	15
ENSG00000040731	TCGA-LUSC	CDH10	1	1	0	0	15
ENSG00000196914	TCGA-STAD	ARHGEF12	1	1	0	0	15
ENSG00000088970	TCGA-MESO	NIPAL2	0	0	0	0	15
ENSG00000182872	TCGA-BLCA	RBM10	1	1	0	0	15
ENSG00000124693	TCGA-BLCA	HIST1H3B	1	1	0	0	15
ENSG00000134830	TCGA-TGCT	BTN2A2	0	0	0	0	14
ENSG00000132952	TCGA-ACC	GNRH2	0	0	0	0	14
ENSG00000082898	TCGA-PRAD	XPO1	1	1	0	0	14
ENSG00000125285	TCGA-PRAD	SOX21	1	0	0	0	14
ENSG00000173281	TCGA-PCPG	NOS1AP	0	0	0	0	14
ENSG00000182557	TCGA-PCPG	FBXW2	0	0	0	0	14
ENSG00000141646	TCGA-PRAD	SMAD4	1	1	0	0	14
ENSG00000117713	TCGA-PRAD	ARID1A	1	1	0	0	14
ENSG00000141736	TCGA-STAD	ERBB2	1	1	0	1	14
ENSG00000138814	TCGA-STAD	PPP3CA	1	0	0	0	14
ENSG00000065361	TCGA-STAD	ERBB3	1	1	0	1	14
ENSG00000076984	TCGA-STAD	MAP2K7	1	0	0	0	14
ENSG00000183579	TCGA-ACC	ZNRF3	1	0	1	1	14
ENSG00000164715	TCGA-LUAD	PNRC2	0	0	0	0	14
ENSG00000134250	TCGA-BLCA	NOTCH2	1	1	0	1	14
ENSG00000161904	TCGA-UCS	C1RL	0	0	0	0	14
ENSG00000153487	TCGA-UCEC	ING1	1	0	0	0	14
ENSG00000196498	TCGA-COAD	NCOR2	1	1	0	0	14
ENSG00000214827	TCGA-COAD	MTCP1	1	0	0	0	14
ENSG00000100697	TCGA-COAD	DICER1	1	1	0	0	14
ENSG00000177426	TCGA-COAD	TGIF1	1	0	0	0	14
ENSG00000109670	TCGA-COAD	FBXW7	1	1	1	1	14
ENSG00000100393	TCGA-COAD	EP300	1	1	0	0	14
ENSG00000134982	TCGA-COAD	APC	1	1	1	0	14
ENSG00000065361	TCGA-COAD	ERBB3	1	1	0	1	14
ENSG00000102038	TCGA-PRAD	SMARCA1	1	0	0	0	14
ENSG00000067560	TCGA-PRAD	RHOA	1	1	0	0	14
ENSG00000184634	TCGA-PRAD	MED12	1	1	0	0	14
ENSG00000170222	TCGA-TGCT	IQGAP3	0	0	0	0	14
ENSG00000067560	TCGA-HNSC	RHOA	1	1	0	0	14
ENSG00000179583	TCGA-HNSC	CIITA	1	1	0	0	14
ENSG00000163513	TCGA-HNSC	TGFBR2	1	1	0	0	14
ENSG00000196367	TCGA-HNSC	TRRAP	1	1	0	0	14
ENSG00000171456	TCGA-HNSC	ASXL1	1	1	0	0	14
ENSG00000005339	TCGA-HNSC	CREBBP	1	1	0	0	14
ENSG00000174775	TCGA-HNSC	HRAS	1	1	0	1	14
ENSG00000072736	TCGA-MESO	NDUFB10	0	0	0	0	14
ENSG00000177595	TCGA-MESO	ZNF34	0	0	0	0	14
ENSG00000215301	TCGA-MESO	DDX3X	1	1	0	0	14
ENSG00000143379	TCGA-MESO	SETDB1	1	1	0	0	14
ENSG00000177084	TCGA-UCEC	POLE	1	1	0	0	14
ENSG00000133703	TCGA-UCS	KRAS	1	1	0	1	14
ENSG00000148400	TCGA-UCEC	NOTCH1	1	1	0	0	14
ENSG00000099949	TCGA-UCEC	LZTR1	1	1	0	0	14
ENSG00000105568	TCGA-UCEC	PPP2R1A	1	1	0	0	14
ENSG00000137817	TCGA-UVM	NUP62CL	0	0	0	0	14
ENSG00000115760	TCGA-UCEC	BIRC6	1	1	0	0	14
ENSG00000206503	TCGA-LUSC	HLA-A	1	1	0	0	14
ENSG00000130643	TCGA-LUSC	GPR6	0	0	0	0	14
ENSG00000068078	TCGA-LUSC	FGFR3	1	1	0	0	14
ENSG00000160007	TCGA-LUSC	ARHGAP35	1	1	0	0	14
ENSG00000163435	TCGA-BLCA	ELF3	1	1	0	0	14
ENSG00000196998	TCGA-BLCA	WDR45	1	0	0	0	14
ENSG00000147050	TCGA-BLCA	KDM6A	1	1	0	0	14
ENSG00000160294	TCGA-HNSC	MCM3AP	1	0	0	0	14
ENSG00000068078	TCGA-BLCA	FGFR3	1	1	0	0	14
ENSG00000157954	TCGA-SARC	KCNK7	0	0	0	0	14
ENSG00000213281	TCGA-PAAD	NRAS	1	1	0	1	14
ENSG00000187323	TCGA-PAAD	DCC	1	1	0	0	14
ENSG00000147724	TCGA-PAAD	FAM135B	1	1	0	0	14
ENSG00000181555	TCGA-PAAD	SETD2	1	1	0	0	14
ENSG00000198804	TCGA-SARC	ADAMTS14	0	0	0	0	14
ENSG00000184995	TCGA-SARC	PKNOX2	0	0	0	0	14
ENSG00000186575	TCGA-PAAD	NF2	1	1	0	0	14
ENSG00000149639	TCGA-PAAD	PIGB	0	0	0	0	14
ENSG00000197150	TCGA-PAAD	SPATA17	0	0	0	0	14
ENSG00000183148	TCGA-SARC	LDOC1L	0	0	0	0	14
ENSG00000196419	TCGA-SARC	CCL16	0	0	0	0	14
ENSG00000124091	TCGA-SARC	RASSF2	0	0	0	0	14
ENSG00000189079	TCGA-PAAD	ARID2	1	1	0	0	14
ENSG00000125827	TCGA-SARC	CABLES1	0	0	0	0	14
ENSG00000189079	TCGA-BLCA	ARID2	1	1	0	0	14
ENSG00000237671	TCGA-SARC	SPNS3	0	0	0	0	14
ENSG00000140367	TCGA-SARC	HIST1H2BA	0	0	0	0	14
ENSG00000101972	TCGA-BLCA	STAG2	1	1	0	1	14
